3B BCI Flexible Managed,2008/07/23,"482,445,593.00",2022/08/18
3B BCI Income B ZAR Inc,2022/07/18,"327,066,346.00",2022/08/18
3B BCI Prudential FoF 3B1,2011/09/06,"1,268,707,494.00",2022/08/18
3B BCI Stable FoF 3B1,2011/09/06,"516,153,763.00",2022/08/18
3B BCI Worldwide Flexible FoF 3B1,2013/08/20,"303,771,556.00",2022/08/18
4D BCI Aggressive Flexible FoF A,2012/07/05,"70,942,655.00",2022/08/18
4D BCI Cautious FoF A,2011/09/23,"117,086,248.00",2022/08/18
4D BCI Flexible A,2012/03/01,"108,691,911.00",2022/08/18
4D BCI Moderate FoF A,2011/09/23,"529,724,128.00",2022/08/18
Abax Absolute Prescient B3,2010/01/29,"6,727,277,751.00",2022/08/18
ABAX Balanced Prescient B3,2011/12/30,"3,451,756,645.00",2022/08/18
ABAX Diversified Income Prescient B3,2010/07/01,"1,115,586,918.00",2022/08/18
ABAX Equity Prescient B3,2004/10/01,"5,577,923,851.00",2022/08/18
ABAX Global Equity Prescient FF B3,2016/04/06,"467,762,836.00",2022/08/18
ABAX SA Absolute Prescient B2,2017/10/16,"2,391,710,775.00",2022/08/18
Abax SA Income Prescient B2,2020/02/12,"236,469,579.00",2022/08/18
Aboutir Prime Worldwide Flexible R,2021/09/01,"117,725,419.00",2022/08/18
ABSA Absolute A,2006/11/21,"3,228,398,515.00",2022/08/18
ABSA Africa Equity FF C,2014/04/14,"225,405,324.00",2022/08/18
ABSA Balanced R,1994/06/01,"1,671,104,933.00",2022/08/18
ABSA Bond B,2002/05/14,"4,445,498,566.00",2022/08/18
ABSA Bond Index A,2018/09/03,"251,542,063.00",2022/08/18
ABSA Core Income C,2016/10/13,"24,353,663,694.00",2022/08/18
ABSA Dividend Plus Index A,2018/09/03,"39,677,272.00",2022/08/18
ABSA Flexible Growth,2001/10/18,"3,013,171,236.00",2022/08/18
ABSA Flexible Income,2001/10/18,"2,067,080,143.00",2022/08/18
ABSA Fundisa A,2008/09/12,"33,377,465.00",2022/08/18
ABSA Global Core Equity FF Z,2015/08/20,"4,414,010,607.00",2022/08/18
ABSA Global Multi Asset FF C,2016/10/13,"172,475,310.00",2022/08/18
ABSA Global Property FF C,2016/10/13,"36,316,892.00",2022/08/18
ABSA Global Value FF R,1994/10/03,"1,026,291,638.00",2022/08/18
ABSA Income Enhancer R,1993/04/01,"1,213,826,595.00",2022/08/18
ABSA Inflation Beater A,2002/10/01,"2,066,080,121.00",2022/08/18
ABSA Inflation Linked Income A,2016/10/13,"285,463,297.00",2022/08/18
ABSA Managed C,2010/02/26,"67,644,525.00",2022/08/18
ABSA MM Absolute Return Prudential C,2009/08/03,"569,625,256.00",2022/08/18
ABSA Multi-Managed Bond A,2009/01/27,"1,496,283,236.00",2022/08/18
ABSA Multi-Managed Equity,2009/03/31,"2,223,480,164.00",2022/08/18
ABSA Multi Managed Accumulation FoF A,2007/02/08,"3,546,364,189.00",2022/08/18
ABSA Multi Managed Core Accumulation B,2017/12/04,"4,363,227,979.00",2022/08/18
ABSA Multi Managed Core Growth B,2017/12/04,"1,894,748,392.00",2022/08/18
ABSA Multi Managed Core Preserver B,2017/12/04,"4,454,628,075.00",2022/08/18
ABSA Multi Managed Growth FoF A,2007/02/08,"2,189,347,806.00",2022/08/18
ABSA Multi Managed Income D,2017/12/04,"6,606,678,537.00",2022/08/18
ABSA Multi Managed Passive Accum B,2017/12/04,"1,239,266,226.00",2022/08/18
ABSA Multi Managed Passive Growth E,2017/12/04,"746,959,677.00",2022/08/18
ABSA Multi Managed Passive Preserver E,2017/12/04,"756,123,881.00",2022/08/18
ABSA Multi Managed Preserver FoF A,2007/02/08,"3,097,479,133.00",2022/08/18
ABSA Prime Equity A,2001/10/01,"746,236,463.00",2022/08/18
ABSA Property Equity A,2006/08/15,"949,822,087.00",2022/08/18
ABSA Property Index A,2018/09/03,"60,819,678.00",2022/08/18
ABSA Prudential FoF,2005/02/16,"289,733,698.00",2022/08/18
Absa Prudential Money Market Z,2021/04/01,"13,521,843,807.00",2022/08/18
ABSA Select Equity A,2004/02/23,"2,397,242,072.00",2022/08/18
ABSA Smart Alpha Defensive D,2017/01/09,"79,166,082.00",2022/08/18
ABSA Smart Alpha Equity D,2015/04/23,"105,216,899.00",2022/08/18
ABSA Smart Alpha Property D,2015/06/23,"53,270,460.00",2022/08/18
ABSA Tactical Income Z,2017/06/14,"2,798,962,320.00",2022/08/18
ABSA Top 40 Index A,2018/09/03,"761,903,025.00",2022/08/18
Accorn BCI Balanced FoF A,2013/04/02,"112,856,862.00",2022/08/18
Accorn BCI Equity FoF A,2021/12/02,"63,831,958.00",2022/08/18
Accorn BCI Property FoF A,2021/12/02,"65,495,429.00",2022/08/18
ADB BCI Balanced FoF A,2008/11/05,"374,364,195.00",2022/08/18
ADB BCI Flexible Prudential FoF A,2008/11/04,"378,271,373.00",2022/08/18
Adviceworx Old Mutual Infl + 2-3% FoF B1,2014/04/01,"852,740,785.00",2022/08/18
Adviceworx Old Mutual Infl + 3-4% FoF B1,2014/04/01,"1,606,380,114.00",2022/08/18
Adviceworx Old Mutual Infl + 4-5% FoF B1,2014/04/01,"2,554,247,307.00",2022/08/18
Adviceworx Old Mutual Infl + 5-7% FoF B1,2014/04/01,"976,952,051.00",2022/08/18
Aeon Active Equity Prescient B3,2019/01/18,"1,110,855,283.00",2022/08/18
Aeon Balanced Prescient A1,2012/10/24,"155,427,745.00",2022/08/18
Aeon Smart Multi-Factor Eq Prescient B3,2011/07/01,"245,378,776.00",2022/08/18
AF Investments Aggessive Passive A,2016/01/29,"152,403,149.00",2022/08/18
AF Investments Conservative Passive T,2016/01/29,"103,508,400.00",2022/08/18
AF Investments Enhanced Income B,2009/09/14,"1,386,940,860.00",2022/08/18
AF Investments Equity FoF A,2001/09/17,"95,192,728.00",2022/08/18
AF Investments Flexible FoF B,2015/02/02,"52,271,845.00",2022/08/18
AF Investments Global Equity FF,2004/03/23,"279,550,988.00",2022/08/18
AF Investments Income Z,2014/03/31,"822,979,300.00",2021/11/16
AF Investments Inflation Linked Bond A,2009/07/01,"738,979,244.00",2022/08/18
AF Investments Institutional Equity B,2008/02/20,"1,002,401,958.00",2022/08/18
AF Investments Performer Managed A,2010/04/07,"3,893,538,141.00",2022/08/18
AF Investments Property Equity B,2004/09/29,"1,458,502,313.00",2022/08/18
AF Investments Public Sec Money Market P,2016/09/29,"724,897.00",2022/08/18
AF Investments Pure Fixed Interest A,2001/09/17,"1,768,831,567.00",2022/08/18
AF Investments RR Focus A,2004/10/01,"325,639,318.00",2022/08/18
AF Investments Stable FoF A,2011/08/01,"1,177,636,594.00",2022/08/18
AF Investments Strategic Global Bal FF A,2014/01/27,"900,384,255.00",2022/08/18
AF Investments Superior Yield A,2001/09/17,"1,688,812,073.00",2022/08/18
Afena Money Market Prescient B3,2015/01/02,,
Affinity Ci Cautious B,2016/05/03,"220,045,089.00",2022/08/18
Affinity Ci Growth B,2016/05/03,"304,618,914.00",2022/08/18
Affinity Ci International Flxbl Gr FF A,2021/02/01,"393,850,925.00",2022/08/18
Affinity Ci Moderate B,2016/05/03,"143,906,592.00",2022/08/18
Affinity Ci Worldwide Flexible FoF I,2021/11/30,"230,729,575.00",2022/08/18
African Alliance Equity Prescient B2,2015/01/23,"635,689,812.00",2022/08/18
AG Capital Value Flexible SNN 1,2020/11/23,"273,305,090.00",2022/08/18
All Weather BCI Equity Fund B2,2017/09/19,"1,285,858,204.00",2022/08/18
Allan Gray-Orbis Global Balanced Feeder,2001/12/01,"15,472,865,243.00",2022/08/18
Allan Gray - Orbis Global Equity FF,2005/04/04,"24,466,483,099.00",2022/08/18
Allan Gray - Orbis Global Optimal FoF,2010/03/01,"1,172,624,579.00",2022/08/18
Allan Gray Balanced A,1999/10/01,"159,478,329,847.00",2022/08/18
Allan Gray Bond A,2004/10/01,"6,646,560,580.00",2022/08/18
Allan Gray Equity A,1998/10/01,"39,733,829,660.00",2022/08/18
Allan Gray Money Market,2001/07/02,"24,283,679,220.00",2022/08/18
Allan Gray Optimal A,2002/10/01,"897,270,419.00",2022/08/18
Allan Gray SA Equity A,2015/03/13,"4,334,900,442.00",2022/08/18
Allan Gray Stable A,2000/07/01,"48,520,991,980.00",2022/08/18
Allan Gray Tax-Free Balanced C,2016/02/01,"2,030,442,817.00",2022/08/18
Alpha Prime Small & Mid Cap C,2015/10/01,,
Alusi Managed B,2011/02/01,"317,801,960.00",2022/07/26
Aluwani BCI Balanced B,2021/02/26,"105,784,111.00",2022/08/18
Aluwani BCI Enhanced Yield Fund B,2022/01/05,"47,606,461.00",2022/08/18
Aluwani BCI Flexible Income A,2021/02/17,"120,806,307.00",2022/08/18
Aluwani BCI High Yield B,2022/04/07,"696,630,450.00",2022/08/18
ALUWANI BCI Top 25 R,1997/04/01,"382,738,617.00",2022/08/18
Amity BCI Diversified Income A,2021/11/29,"188,688,921.00",2022/08/18
Amity BCI Equity Income A,2019/05/30,"87,385,494.00",2022/08/18
Amity BCI Global Diversified FoF A,2015/07/07,"202,440,496.00",2022/08/18
Amity BCI Managed Select Fund of Funds A,2015/11/30,"208,086,139.00",2022/08/18
Amity BCI Prudent FoF,2008/02/06,"223,477,437.00",2022/08/18
Amity BCI Steady Growth Fund of Funds A,2015/11/30,"314,475,675.00",2022/08/18
Ampersand SCI Bond B,2021/08/23,"625,225,316.00",2022/08/18
Ampersand SCI CPI Plus 2 FoF B1,2008/05/12,"1,273,383,904.00",2022/08/18
Ampersand SCI CPI Plus 4 FoF B1,2008/05/12,"627,597,534.00",2022/08/18
Ampersand SCI CPI Plus 6 FoF B1,2008/05/12,"211,910,022.00",2022/08/18
Ampersand SCI Equity B,2013/04/02,"734,915,792.00",2022/08/18
Ampersand SCI Income A,2018/06/01,"524,568,255.00",2022/08/18
Ampersand SCI Property B1,2013/11/01,"94,770,796.00",2022/08/18
Ampersand SCI SA Inflation Linked Bond B,2022/03/01,"114,643,424.00",2022/08/18
Amplify SCI Absolute B1,2013/12/02,"2,500,422,843.00",2022/08/18
Amplify SCI Balanced B1,2020/03/06,"3,560,788,857.00",2022/08/18
Amplify SCI Defensive Balanced B1,2013/12/02,"4,379,778,846.00",2022/08/18
Amplify SCI Equity B4,2005/07/01,"481,785,337.00",2022/08/18
Amplify SCI Flexible Equity B6,2003/08/26,"3,989,487,216.00",2022/08/18
Amplify SCI Strategic Income B1,2013/12/02,"10,528,435,668.00",2022/08/18
Amplify SCI Wealth Protector B1,2016/08/15,"2,829,239,786.00",2022/08/18
Analytics Ci Balanced FoF A,2013/10/21,"434,603,495.00",2022/08/18
Analytics Ci Cautious FoF B,2013/10/21,"264,595,704.00",2022/08/18
Analytics Ci Managed Equity A,2013/10/21,"744,248,581.00",2022/08/18
Analytics Ci Moderate FoF B,2013/10/21,"489,325,779.00",2022/08/18
Analytics Ci Worldwide Flexible FoF A,2013/10/21,"197,418,862.00",2022/08/18
AnBro BCI Unicorn Global Growth B,2020/11/02,"84,839,286.00",2022/08/18
Anchor BCI Africa Flexible Income A,2016/03/07,"219,075,464.00",2022/08/18
Anchor BCI Bond A,2016/02/08,"3,001,314,889.00",2022/08/18
Anchor BCI Core Income A,2020/09/01,"723,621,859.00",2022/08/18
Anchor BCI Diversified Growth A,2016/02/02,"397,531,085.00",2022/08/18
Anchor BCI Diversified Moderate A,2016/02/02,"64,531,490.00",2022/08/18
Anchor BCI Diversified Stable A,2016/02/02,"129,550,613.00",2022/08/18
Anchor BCI Equity A,2013/04/08,"646,789,615.00",2022/08/18
Anchor BCI Flexible B,2013/06/06,"132,734,683.00",2022/08/18
Anchor BCI Flexible Income A,2015/06/01,"4,269,693,134.00",2022/08/18
Anchor BCI Global Equity FF A,2015/11/02,"773,487,187.00",2022/08/18
Anchor BCI Global Flexible Income B,2020/09/14,"105,147,695.00",2022/08/18
Anchor BCI Global Technology B,2019/06/06,"436,972,904.00",2022/08/18
Anchor BCI Managed A,2015/02/02,"471,137,432.00",2022/08/18
Anchor BCI Property A,2015/11/02,"56,434,154.00",2022/08/18
Anchor BCI SA Equity B,2021/08/02,"247,501,856.00",2022/08/18
Anchor BCI Worldwide Flexible B,2013/05/14,"1,916,249,960.00",2022/08/18
Anchor BCI Worldwide Opportunities C,2021/02/15,"93,804,702.00",2022/08/18
Anchor Securities BCI Wldwd Gr & Inc A,2017/06/19,"83,476,508.00",2022/08/18
APS Ci Cautious A1,2014/04/01,"313,284,548.00",2022/08/18
APS Ci Equity A1,2014/07/01,"268,224,892.00",2022/08/18
APS Ci Global Flexible FF B,2016/07/01,"695,227,355.00",2022/08/18
APS Ci Managed Growth A1,2014/07/01,"916,890,907.00",2022/08/18
APS Ci Moderate A1,2014/07/01,"1,574,806,926.00",2022/08/18
Argon BCI Absolute Return B,2015/09/14,"391,609,093.00",2022/08/18
Argon BCI Bond B,2017/08/17,"52,201,531.00",2022/08/18
Argon BCI Flexible Income B,2020/05/06,"221,602,586.00",2022/08/18
AS Forum BCI Aggressive FoF,2006/11/02,"475,358,351.00",2022/08/18
AS Forum BCI Cautious FoF,2006/11/02,"68,857,049.00",2022/08/18
AS Forum BCI Moderate FoF,2006/11/02,"552,761,301.00",2022/08/18
Ashburton Balanced A,2013/06/18,"374,695,113.00",2022/08/18
Ashburton Bond A,2016/08/11,"1,237,828,087.00",2022/08/18
Ashburton Core Plus Income B5,2022/08/10,"542,835,796.00",2022/08/18
Ashburton Diversified Income B,2018/03/12,"493,535,645.00",2022/08/18
Ashburton Equity A,2001/09/21,"519,673,601.00",2022/08/18
Ashburton Global Flexible B3,2012/07/02,"405,638,889.00",2022/08/18
Ashburton Global Leaders ZAR Eq FF B1,2019/04/01,"332,261,058.00",2022/08/18
Ashburton GOVI Tracker B1,2016/07/04,"4,314,392.00",2022/08/18
Ashburton Money Market B1,2007/11/01,"13,666,658,933.00",2022/08/18
Ashburton Property B1,2017/08/17,"443,849,255.00",2022/08/18
Ashburton SA Income A,2001/09/21,"1,367,559,030.00",2022/08/18
Ashburton Stable Income A,2009/01/05,"18,179,377,750.00",2022/08/18
Ashburton Targeted Return B4,2012/05/02,"191,880,383.00",2022/08/18
Assetbase CPI +2% Prescient FoF A1,2015/11/02,"285,312,245.00",2022/08/18
Assetbase CPI +4% Prescient FoF A1,2015/11/02,"682,276,200.00",2022/08/18
Assetbase CPI +6% Prescient FoF A1,2015/11/02,"184,642,136.00",2022/08/18
Assetbase Global Flex Prescient FoF B3,2015/11/02,"687,813,339.00",2022/08/18
AssetMix Ci Balanced B,2015/10/01,"327,447,414.00",2022/08/18
AssetMix Ci Conservative B,2015/10/01,"114,459,641.00",2022/08/18
AssetMix Ci Moderate B,2015/10/01,"111,081,170.00",2022/08/18
Aureus Nobilis BCI Cautious A,2016/03/29,"74,688,599.00",2022/08/18
Aureus Nobilis BCI Managed A,2016/03/29,"110,435,940.00",2022/08/18
Aureus Nobilis BCI Worldwide Flex FoF A,2016/12/19,"83,448,999.00",2022/08/18
Autus Prime Balanced A,2006/01/03,"230,908,565.00",2022/08/18
Autus Prime Cautious A,2018/09/25,"78,393,109.00",2022/08/18
Autus Prime Diversified A,2018/09/25,"140,796,997.00",2022/08/18
Autus Prime Equity A,2014/07/04,"92,719,664.00",2022/08/18
Autus Prime Global Equity FF A,2015/03/17,"120,335,359.00",2022/08/18
Autus Prime Income Plus A,2006/01/03,"176,575,232.00",2022/08/18
Autus Prime Opportunity A,2007/04/04,"133,269,539.00",2022/08/18
Autus Prime Stable A,2006/01/03,"203,721,915.00",2022/08/18
Autus Prime Worldwide Flexible A,2013/01/02,"147,869,362.00",2022/08/18
Aylett Balanced Prescient B3,2013/11/01,"3,146,438,424.00",2022/08/18
Aylett Equity Prescient B3,2006/07/03,"5,020,157,588.00",2022/08/18
Balondolozi Bond 27Four A6,2020/05/13,"304,400,453.00",2022/08/18
Baobab SCI Flexible B1,2018/05/02,"112,291,690.00",2022/08/18
Baroque BCI Moderato FoF A,2006/11/15,"365,405,546.00",2022/08/18
Bartizan Ci Worldwide Flexible B,2022/07/01,"148,841,650.00",2022/08/18
Bateleur Equity Prescient B3,2015/04/01,"161,031,691.00",2022/08/18
Bateleur Flexible Prescient B3,2010/07/01,"5,484,976,120.00",2022/08/18
Baymont SNN Equity Fund A2,2019/09/20,"392,287,727.00",2022/08/18
BCI Best Blend Balanced C,2014/05/15,"359,656,243.00",2022/08/18
BCI Best Blend Cautious C,2014/05/15,"201,258,695.00",2022/08/18
BCI Best Blend Flexible Income B,2014/03/17,"2,760,711,489.00",2022/08/18
BCI Best Blend Global Equity A,2008/10/09,"282,687,990.00",2022/08/18
BCI Best Blend Global Property B,2015/06/01,"122,460,521.00",2022/08/18
BCI Best Blend Specialist Equity S,2014/03/04,"884,698,003.00",2022/08/18
BCI Best Blend Worldwide Flexible B,2006/11/20,"107,385,582.00",2022/08/18
BCI Credo Global Equity FF B,2020/02/03,"481,167,351.00",2022/08/18
BCI Enhanced Equity B,2015/09/17,"455,550,120.00",2022/08/18
BCI Fairtree Global Income Plus FF B,2019/04/12,"546,915,712.00",2022/08/18
BCI Flexible A,2000/02/01,"1,103,982,518.00",2022/08/18
BCI Fundsmith Equity FF B,2019/01/31,"5,482,858,857.00",2022/08/18
BCI GinsGlobal Global Equity Index FF B,2022/04/01,"952,638,103.00",2022/08/18
BCI Guernsey Global Growth FF B,2020/11/06,"145,791,043.00",2022/08/18
BCI Income Plus C,2014/03/12,"8,228,308,340.00",2022/08/18
BCI Institutional Worldwide Flex Gr A,2015/05/08,"226,237,121.00",2022/08/18
BCI Lindsell Train Global Equity FF B,2020/10/12,"1,892,791,884.00",2022/08/18
BCI Martello Global Equity Fdr A ZAR Inc,2022/07/15,"45,598,660.00",2022/08/18
BCI Money Market A,2008/10/01,"996,404,933.00",2022/08/18
BCI Multikor Moderate FoF A,2019/09/06,"621,526,734.00",2022/08/18
BCI Rootstock Global Equity FF B,2021/07/20,"50,380,663.00",2022/08/18
BCI SA Flexible A ZAR Inc,2022/07/19,"2,657,754,855.00",2022/08/18
BCI Sands Capital Emerging Markets FF A,2021/04/16,"340,528,884.00",2022/08/18
BCI Sands Capital Global Growth FF A,2021/04/16,"643,024,051.00",2022/08/18
BCI UBAM MultiFunds Flexible Allc Fdr A,2017/06/22,"368,861,374.00",2022/08/18
BCI Value B,2016/04/15,"443,633,880.00",2022/08/18
BCI Worldwide Flexible Style C,2019/09/16,"426,428,125.00",2022/08/18
BCI Worldwide Opportunities A,2016/06/01,"158,571,428.00",2022/08/18
Benguela Equity 27Four A1,2017/08/01,"16,299,252.00",2022/08/18
Benguela Global Equity 27Four FF C1,2019/10/07,"44,888,821.00",2022/08/18
Bidvest Prime Balanced B,2019/12/11,"1,892,189.00",2022/08/18
Bidvest Prime Growth A1,2019/12/11,"34,486,860.00",2022/08/18
Bidvest Prime Money Market B,2020/07/24,"305,268,848.00",2022/08/17
Bidvest Prime Preserver B,2019/12/11,"28,020,213.00",2022/08/18
BIP BCI Moderate Worldwide Flex Instl,2019/09/04,"2,794,855,353.00",2022/08/18
BIP BCI Worldwide Flexible Growth A,2019/07/01,"144,875,084.00",2022/08/18
Blue Quadrant Worldwide Flex Prescient A,2013/08/02,"164,648,808.00",2022/08/18
BlueAlpha BCI All Seasons A,2005/11/17,"140,071,457.00",2022/08/18
BlueAlpha BCI Balanced B,2018/09/04,"58,013,409.00",2022/08/18
BlueAlpha BCI Equity A,2014/03/03,"775,093,152.00",2022/08/18
BlueAlpha BCI Global Equity A,2014/09/01,"1,257,887,836.00",2022/08/18
Bovest BCI Conservative FoF A,2014/12/08,"161,076,528.00",2022/08/18
Bovest BCI Managed FoF A,2014/12/08,"298,600,778.00",2022/08/18
Bovest BCI Worldwide Flexible FoF A,2015/02/18,"146,951,460.00",2022/08/18
Brenthurst BCI Balanced FoF A,2017/01/06,"145,923,197.00",2022/08/18
Brenthurst BCI Cautious FoF A,2016/11/10,"225,936,377.00",2022/08/18
Brenthurst BCI Global Balanced FF A,2021/01/19,"114,043,158.00",2022/08/18
Brenthurst BCI Global Equity FF A,2021/01/19,"93,240,187.00",2022/08/18
Brenthurst BCI Worldwide Flexible FoF A,2017/05/30,"418,045,775.00",2022/08/18
Brenthurst BCI Worldwide Growth FoF A,2021/11/29,"98,553,290.00",2022/08/18
Cadiz BCI Absolute Yield A,2006/03/02,"1,026,637,871.00",2022/08/18
Cadiz BCI Balanced A,2006/02/27,"335,257,318.00",2022/08/18
Cadiz BCI Enhanced Income A,2013/11/11,"1,481,271,941.00",2022/08/18
Cadiz BCI Equity A,2006/02/27,"325,595,978.00",2022/08/18
Cadiz BCI Global Flexible FoF A,2020/03/04,"7,041,238,044.00",2022/08/18
Cadiz BCI Money Market A,2006/02/27,"680,291,370.00",2022/08/18
Cadiz BCI Property Fund C,2015/01/02,"248,228,577.00",2022/08/18
Cadiz BCI Stable A,2012/09/03,"227,767,362.00",2022/08/18
Caleo BCI Active Income A,2016/11/10,"99,545,259.00",2022/08/18
Caleo BCI Balanced FoF A,2016/03/02,"57,507,083.00",2022/08/18
Caleo BCI Equity B,2016/02/01,"91,700,603.00",2022/08/18
Caleo BCI Moderate FoF A,2011/01/01,"195,980,108.00",2022/08/18
Camissa Balanced A,2011/05/03,"3,608,867,147.00",2022/08/18
Camissa Equity Alpha A,2004/04/26,"1,375,521,249.00",2022/08/18
Camissa Global Equity FF A,2019/11/01,"108,527,712.00",2022/08/18
Camissa Islamic Balanced A,2011/05/03,"3,265,322,356.00",2022/08/18
Camissa Islamic Equity A,2009/07/13,"1,508,694,205.00",2022/08/18
Camissa Islamic Global Equity FF A,2019/01/09,"696,286,253.00",2022/08/18
Camissa Islamic High Yield,2019/03/12,"1,346,180,200.00",2022/08/18
Camissa Protector A,2002/12/11,"229,414,852.00",2022/08/18
Camissa Stable A,2011/05/03,"777,932,185.00",2022/08/18
Camissa Top 40 Tracker,2010/10/01,"138,633,495.00",2022/08/18
Capita BCI Balanced A,2014/03/05,"156,224,525.00",2022/08/18
Capita BCI Cautious A,2014/03/05,"381,857,440.00",2022/08/18
Capita BCI Real Income A,2014/03/07,"225,810,549.00",2022/08/18
Capital Incubator BCI WW Flexible FoF A,2006/04/03,"1,147,598,364.00",2022/08/18
Capital Incubator BCI WW Opports FOFs A,2008/01/17,"988,765,101.00",2022/08/18
Capstone BCI Balanced A,2015/07/13,"69,909,360.00",2022/08/18
Cartesian BCI Money Market A,2015/02/12,"323,441,081.00",2022/08/18
Catalyst SCI Flexible Property A,2015/10/01,"1,460,961,020.00",2022/08/18
Catalyst SCI Global Real Estate FF A,2009/07/02,"1,273,634,291.00",2022/08/18
Catalyst SCI SA Property Equity B,2008/03/01,"967,084,398.00",2022/08/18
Celerity Ci Balanced B,2018/12/03,"1,108,042,520.00",2022/08/18
Celerity Ci Conservative B,2018/12/03,"99,504,653.00",2022/08/18
Celerity Ci Diversified Fund A,2021/02/01,"17,859,895.00",2022/08/18
Celerity Ci Growth B,2018/12/03,"353,307,596.00",2022/08/18
Celerity Ci International Growth Fund B,2019/02/01,"236,505,336.00",2022/08/18
Celerity Ci Moderate B,2018/12/03,"388,523,688.00",2022/08/18
Celtis BCI Conservative FoF A,2007/02/05,"916,370,714.00",2022/08/18
Celtis BCI Flexible FoF A,2007/02/05,"234,457,421.00",2022/08/18
Celtis BCI Managed FoF A,2014/11/05,"325,347,024.00",2022/08/18
Centaur BCI Balanced A1,2013/07/01,"1,479,836,670.00",2022/08/18
Centaur BCI Flexible A,2004/12/01,"4,743,456,207.00",2022/08/18
Central Fundisa B8,2007/11/12,"488,174,436.00",2022/08/18
Chiron Realfin Multi Asset Flexible A,2019/08/15,,
Chrome Ci Defensive B,2017/12/01,"180,396,244.00",2022/08/18
Chrome Ci Global Inflation Plus FF A,2021/08/31,"81,259,347.00",2022/08/18
Chrome Ci Global Maximum Return FF A,2019/12/02,"273,192,338.00",2022/08/18
Chrome Ci Growth B,2017/12/01,"933,919,166.00",2022/08/18
Chrome Ci Maximum Return B,2017/12/01,"130,454,184.00",2022/08/18
Chrome Ci Moderate B,2017/12/01,"876,947,905.00",2022/08/18
Ci Alpha B,2014/02/03,"448,468,339.00",2022/08/18
Ci Diversified Income B,2014/02/14,"2,129,763,601.00",2022/08/18
Ci Engineered Equity Core A,2015/02/02,"323,469,967.00",2022/08/18
Ci Equity B,2014/02/03,"476,365,798.00",2022/08/18
Ci Property B,2014/02/03,"179,142,437.00",2022/08/18
Ci SA Cautious A,2014/11/11,"491,792,422.00",2022/08/18
Ci SA Managed A,2014/11/25,"1,688,009,142.00",2022/08/18
Cinnabar SCI Balanced FoF,2005/09/12,"349,808,892.00",2022/08/18
Cinnabar SCI Balanced Plus FoF,2014/07/29,"549,526,059.00",2022/08/18
Cinnabar SCI Flexible FoF,2005/08/23,"172,531,453.00",2022/08/18
